bert_match_type,llm_match_type,eth_match_type,bert_label_gold,bert_gold_start,bert_gold_end,bert_gold_text,bert_sentence
M,N,C,ae,136.0,154.0,pulmonary embolism,"At the time of this report it was unclear if the event were possibly related to an infectious process, a platelet transfusion reaction, pulmonary embolism, ischemic event or Vidaza therapy."
C,N,N,ae,156.0,164.0,ischemic,"At the time of this report it was unclear if the event were possibly related to an infectious process, a platelet transfusion reaction, pulmonary embolism, ischemic event or Vidaza therapy."
C,N,N,status,87.0,97.0,persisting,"At the time of this report, outcome of night sweats, fever of unclear origin, rash was persisting."
M,N,C,status,44.0,57.0,not recovered,"At the time of this report, the patient had not recovered from the reported events."
M,C,C,ae,57.0,73.0,abdominal cramps,"At the time of this report, the patient was still having abdominal cramps and severe pain to where she could not even walk."
M,C,N,ae,78.0,89.0,severe pain,"At the time of this report, the patient was still having abdominal cramps and severe pain to where she could not even walk."
M,N,N,ae,103.0,122.0,could not even walk,"At the time of this report, the patient was still having abdominal cramps and severe pain to where she could not even walk."
M,M,N,status,87.0,95.0,resolved,"At the time of this report, treatment with Tramadol was discontinued and the event had resolved."
C,M,N,status,41.0,73.0,depressed level of consciousness,"At time of report,he continued to have a depressed level of consciousness but given pentobarbital,which being withdrawn."
C,C,N,treatment,84.0,97.0,pentobarbital,"At time of report,he continued to have a depressed level of consciousness but given pentobarbital,which being withdrawn."
M,M,N,sdrug,0.0,20.0,Atorvastatin calcium,"Atorvastatin calcium, CONTRAMAL L.P. 100 mg and venlafaxine hydrochloride were discontinued by the physician (last intakes on 18Mar2017)."
C,C,N,dose,37.0,43.0,100 mg,"Atorvastatin calcium, CONTRAMAL L.P. 100 mg and venlafaxine hydrochloride were discontinued by the physician (last intakes on 18Mar2017)."
M,M,N,sdrug,48.0,73.0,venlafaxine hydrochloride,"Atorvastatin calcium, CONTRAMAL L.P. 100 mg and venlafaxine hydrochloride were discontinued by the physician (last intakes on 18Mar2017)."
M,N,N,status,79.0,91.0,discontinued,"Atorvastatin calcium, CONTRAMAL L.P. 100 mg and venlafaxine hydrochloride were discontinued by the physician (last intakes on 18Mar2017)."
M,C,N,temporal,126.0,135.0,18Mar2017,"Atorvastatin calcium, CONTRAMAL L.P. 100 mg and venlafaxine hydrochloride were discontinued by the physician (last intakes on 18Mar2017)."
C,C,C,lab,0.0,14.0,Atrial flutter,"Atrial flutter, borderline prolonged QT interval."
C,N,N,lab,16.0,48.0,borderline prolonged QT interval,"Atrial flutter, borderline prolonged QT interval."
N,C,C,ae,67.0,79.0,sudden death,"Attribution for adverse event was reported as following: The event sudden death NOS was possibly related to possible sepsis (no documentation), azacytidine and nivolumab therapies."
C,M,N,sdrug,144.0,155.0,azacytidine,"Attribution for adverse event was reported as following: The event sudden death NOS was possibly related to possible sepsis (no documentation), azacytidine and nivolumab therapies."
C,M,M,sdrug,160.0,169.0,nivolumab,"Attribution for adverse event was reported as following: The event sudden death NOS was possibly related to possible sepsis (no documentation), azacytidine and nivolumab therapies."
M,M,N,ae,131.0,153.0,multiple organ failure,"Author comment: ""Although many of the clinical as well as pathological features in this patient might have been the consequence of multiple organ failure as observed after resuscitation, this case report provides a full description of one of the scanty cases of a lethal poisoning attributable to an overdose of tramadol alone."""
N,N,C,ae,150.0,162.0,neuropsychic,"Author commented that this study confirmed in general the broad outlines of tramadol's safety profile, predominantly featuring adverse reactions of a neuropsychic (drowsiness, dizziness, mental confusion and hallucinations) and digestive (nausea or vomiting) nature, and was also identified certain adverse reactions which were mainly unexpected."
M,N,N,mae,164.0,174.0,drowsiness,"Author commented that this study confirmed in general the broad outlines of tramadol's safety profile, predominantly featuring adverse reactions of a neuropsychic (drowsiness, dizziness, mental confusion and hallucinations) and digestive (nausea or vomiting) nature, and was also identified certain adverse reactions which were mainly unexpected."
M,N,N,mae,176.0,185.0,dizziness,"Author commented that this study confirmed in general the broad outlines of tramadol's safety profile, predominantly featuring adverse reactions of a neuropsychic (drowsiness, dizziness, mental confusion and hallucinations) and digestive (nausea or vomiting) nature, and was also identified certain adverse reactions which were mainly unexpected."
M,N,N,mae,187.0,203.0,mental confusion,"Author commented that this study confirmed in general the broad outlines of tramadol's safety profile, predominantly featuring adverse reactions of a neuropsychic (drowsiness, dizziness, mental confusion and hallucinations) and digestive (nausea or vomiting) nature, and was also identified certain adverse reactions which were mainly unexpected."
M,N,N,mae,208.0,222.0,hallucinations,"Author commented that this study confirmed in general the broad outlines of tramadol's safety profile, predominantly featuring adverse reactions of a neuropsychic (drowsiness, dizziness, mental confusion and hallucinations) and digestive (nausea or vomiting) nature, and was also identified certain adverse reactions which were mainly unexpected."
N,N,N,ae,228.0,237.0,digestive,"Author commented that this study confirmed in general the broad outlines of tramadol's safety profile, predominantly featuring adverse reactions of a neuropsychic (drowsiness, dizziness, mental confusion and hallucinations) and digestive (nausea or vomiting) nature, and was also identified certain adverse reactions which were mainly unexpected."
M,N,N,mae,239.0,245.0,nausea,"Author commented that this study confirmed in general the broad outlines of tramadol's safety profile, predominantly featuring adverse reactions of a neuropsychic (drowsiness, dizziness, mental confusion and hallucinations) and digestive (nausea or vomiting) nature, and was also identified certain adverse reactions which were mainly unexpected."
M,N,N,mae,249.0,257.0,vomiting,"Author commented that this study confirmed in general the broad outlines of tramadol's safety profile, predominantly featuring adverse reactions of a neuropsychic (drowsiness, dizziness, mental confusion and hallucinations) and digestive (nausea or vomiting) nature, and was also identified certain adverse reactions which were mainly unexpected."
C,C,N,lab,22.0,41.0,height about 157 cm,"Autopsy results: Body height about 157 cm, weight about 57 kg."
M,N,N,lab,43.0,61.0,weight about 57 kg,"Autopsy results: Body height about 157 cm, weight about 57 kg."
M,N,M,sdrug,0.0,11.0,Azacitidine,Azacitidine in CMML: matched pair analyses of daily life patients reveal modest effects on clinical course and survival.
N,N,N,sdrug,0.0,11.0,Azacitidine,"Azacitidine in combination with intensive induction chemotherapy in older patients with acute myeloid leukemia (AML-AZA trial): DNMT3A mutation status determines treatment response  The investigators report the results of randomized, controlled trial compared the efficacy of Azacitidine applied before each cycle of intensive chemotherapy with chemotherapy alone in older patients with untreated AML."
N,N,C,treatment,32.0,64.0,intensive induction chemotherapy,"Azacitidine in combination with intensive induction chemotherapy in older patients with acute myeloid leukemia (AML-AZA trial): DNMT3A mutation status determines treatment response  The investigators report the results of randomized, controlled trial compared the efficacy of Azacitidine applied before each cycle of intensive chemotherapy with chemotherapy alone in older patients with untreated AML."
C,N,N,ae,94.0,110.0,myeloid leukemia,"Azacitidine in combination with intensive induction chemotherapy in older patients with acute myeloid leukemia (AML-AZA trial): DNMT3A mutation status determines treatment response  The investigators report the results of randomized, controlled trial compared the efficacy of Azacitidine applied before each cycle of intensive chemotherapy with chemotherapy alone in older patients with untreated AML."
C,C,C,medical history,46.0,78.0,hydroxyurea/chemotherapy failure,"Azacitidine was given first line (54%), after hydroxyurea/chemotherapy failure (33%), or after growth factors/iron chelators/other substances (13%)."
N,C,C,treatment,95.0,141.0,growth factors/iron chelators/other substances,"Azacitidine was given first line (54%), after hydroxyurea/chemotherapy failure (33%), or after growth factors/iron chelators/other substances (13%)."
M,N,C,ind,109.0,127.0,bone marrow cancer,"BMS Medical Evaluation Comment: This patient had sudden death NOS, while on study therapy with nivolumab for bone marrow cancer."
M,C,N,dose,60.0,72.0,unknown dose,"BOTOX (botulinum toxin type a) (Powder for injection) at an unknown dose via intramuscular single was administered on an unknown date for ""unknown indication""."
M,N,N,temporal,121.0,133.0,unknown date,"BOTOX (botulinum toxin type a) (Powder for injection) at an unknown dose via intramuscular single was administered on an unknown date for ""unknown indication""."
C,C,C,lab,0.0,13.0,BUN increased,BUN increased ongoing.
N,N,N,status,14.0,21.0,ongoing,BUN increased ongoing.
M,N,C,medical history,62.0,82.0,myeloid malignancies,"Background: Lower intensity therapies for patients (pts) with myeloid malignancies (AML, MDS, CMML, MPNs) are beneficial, but suboptimal despite the emergence of potentially active new agents."
M,M,M,sdrug,0.0,11.0,Baricitinib,Baricitinib was discontinued on 16Aug2018.
M,N,N,status,16.0,28.0,discontinued,Baricitinib was discontinued on 16Aug2018.
M,C,N,temporal,32.0,41.0,16Aug2018,Baricitinib was discontinued on 16Aug2018.
M,M,N,sdrug,94.0,114.0,atorvastatin calcium,"Based on the Official French Method of Causality Assessment, the causal relationships between atorvastatin calcium, venlafaxine hydrochloride, both tramadol hydrochloride, gabapentin, levothyroxine sodium and the adverse events hypoglycemia and tremor were assessed by the Agency as ""doubtful""."
N,M,N,sdrug,116.0,141.0,venlafaxine hydrochloride,"Based on the Official French Method of Causality Assessment, the causal relationships between atorvastatin calcium, venlafaxine hydrochloride, both tramadol hydrochloride, gabapentin, levothyroxine sodium and the adverse events hypoglycemia and tremor were assessed by the Agency as ""doubtful""."
N,M,N,sdrug,148.0,170.0,tramadol hydrochloride,"Based on the Official French Method of Causality Assessment, the causal relationships between atorvastatin calcium, venlafaxine hydrochloride, both tramadol hydrochloride, gabapentin, levothyroxine sodium and the adverse events hypoglycemia and tremor were assessed by the Agency as ""doubtful""."
N,M,N,sdrug,172.0,182.0,gabapentin,"Based on the Official French Method of Causality Assessment, the causal relationships between atorvastatin calcium, venlafaxine hydrochloride, both tramadol hydrochloride, gabapentin, levothyroxine sodium and the adverse events hypoglycemia and tremor were assessed by the Agency as ""doubtful""."
N,C,N,sdrug,184.0,204.0,levothyroxine sodium,"Based on the Official French Method of Causality Assessment, the causal relationships between atorvastatin calcium, venlafaxine hydrochloride, both tramadol hydrochloride, gabapentin, levothyroxine sodium and the adverse events hypoglycemia and tremor were assessed by the Agency as ""doubtful""."
N,M,N,ae,228.0,240.0,hypoglycemia,"Based on the Official French Method of Causality Assessment, the causal relationships between atorvastatin calcium, venlafaxine hydrochloride, both tramadol hydrochloride, gabapentin, levothyroxine sodium and the adverse events hypoglycemia and tremor were assessed by the Agency as ""doubtful""."
M,M,N,ae,245.0,251.0,tremor,"Based on the Official French Method of Causality Assessment, the causal relationships between atorvastatin calcium, venlafaxine hydrochloride, both tramadol hydrochloride, gabapentin, levothyroxine sodium and the adverse events hypoglycemia and tremor were assessed by the Agency as ""doubtful""."
C,N,C,diagnostic,51.0,74.0,bilateral renal atrophy,Baseline abdominal ultrasound on 20/Aug/2012 noted bilateral renal atrophy and multiple renal cyst.
C,N,N,diagnostic,79.0,98.0,multiple renal cyst,Baseline abdominal ultrasound on 20/Aug/2012 noted bilateral renal atrophy and multiple renal cyst.
C,N,N,ae,11.0,42.0,neuropathic pain in lower limbs,"Because of neuropathic pain in lower limbs , during diabetic polyneuropathy treated with Tramadol + paracetamol (37.5 + 325 mg), 3 to 4 tablets per day, and Carbamazepine tablets, modified-release dose of 3 times 400 mg."
N,C,N,ae,52.0,75.0,diabetic polyneuropathy,"Because of neuropathic pain in lower limbs , during diabetic polyneuropathy treated with Tramadol + paracetamol (37.5 + 325 mg), 3 to 4 tablets per day, and Carbamazepine tablets, modified-release dose of 3 times 400 mg."
M,C,N,sdrug,100.0,111.0,paracetamol,"Because of neuropathic pain in lower limbs , during diabetic polyneuropathy treated with Tramadol + paracetamol (37.5 + 325 mg), 3 to 4 tablets per day, and Carbamazepine tablets, modified-release dose of 3 times 400 mg."
M,M,N,dose,113.0,126.0,37.5 + 325 mg,"Because of neuropathic pain in lower limbs , during diabetic polyneuropathy treated with Tramadol + paracetamol (37.5 + 325 mg), 3 to 4 tablets per day, and Carbamazepine tablets, modified-release dose of 3 times 400 mg."
